"";"data";"neve"
"271";2017-09-28;0
"272";2017-09-29;0
"273";2017-09-30;0
"274";2017-10-01;0
"275";2017-10-02;0
"276";2017-10-03;0
"277";2017-10-04;0
"278";2017-10-05;0
"279";2017-10-06;0
"280";2017-10-07;0
"281";2017-10-08;0
"282";2017-10-09;0
"283";2017-10-10;0
"284";2017-10-11;0
"285";2017-10-12;0
"286";2017-10-13;0
"287";2017-10-14;0
"288";2017-10-15;0
"289";2017-10-16;0
"290";2017-10-17;0
"291";2017-10-18;0
"292";2017-10-19;0
"293";2017-10-20;0
"294";2017-10-21;0
"295";2017-10-22;0
"296";2017-10-23;0
"297";2017-10-24;0
"298";2017-10-25;0
"299";2017-10-26;0
"300";2017-10-27;0
"301";2017-10-28;0
"302";2017-10-29;0
"303";2017-10-30;0
"304";2017-10-31;0
"305";2017-11-01;0
"306";2017-11-02;0
"307";2017-11-03;0
"308";2017-11-04;0
"309";2017-11-05;0
"310";2017-11-06;0
"311";2017-11-07;0
"312";2017-11-08;0
"313";2017-11-09;0
"314";2017-11-10;0
"315";2017-11-11;0
"316";2017-11-12;0
"317";2017-11-13;0
"318";2017-11-14;0
"319";2017-11-15;0
"320";2017-11-16;0
"321";2017-11-17;0
"322";2017-11-18;0
"323";2017-11-19;0
"324";2017-11-20;0
"325";2017-11-21;0
"326";2017-11-22;0
"327";2017-11-23;0
"328";2017-11-24;0
"329";2017-11-25;0
"330";2017-11-26;0
"331";2017-11-27;0
"332";2017-11-28;0
"333";2017-11-29;0
"334";2017-11-30;0
"335";2017-12-01;0
"336";2017-12-02;0
"337";2017-12-03;0
"338";2017-12-04;0
"339";2017-12-05;0
"340";2017-12-06;0
"341";2017-12-07;0
"342";2017-12-08;0
"343";2017-12-09;0
"344";2017-12-10;1
"345";2017-12-11;0
"346";2017-12-12;0
"347";2017-12-13;0
"348";2017-12-14;0
"349";2017-12-15;0
"350";2017-12-16;0
"351";2017-12-17;0
"352";2017-12-18;0
"353";2017-12-19;0
"354";2017-12-20;0
"355";2017-12-21;0
"356";2017-12-22;0
"357";2017-12-23;0
"358";2017-12-24;0
"359";2017-12-25;0
"360";2017-12-26;0
"361";2017-12-27;0
"362";2017-12-28;0
"363";2017-12-29;0
"364";2017-12-30;0
"365";2017-12-31;0
"366";2018-01-01;1
"367";2018-01-02;0
"368";2018-01-03;0
"369";2018-01-04;0
"370";2018-01-05;0
"371";2018-01-06;0
"372";2018-01-07;0
"373";2018-01-08;0
"374";2018-01-09;0
"375";2018-01-10;0
"376";2018-01-11;0
"377";2018-01-12;0
"378";2018-01-13;0
"379";2018-01-14;0
"380";2018-01-15;0
"381";2018-01-16;0
"382";2018-01-17;0
"383";2018-01-18;0
"384";2018-01-19;0
"385";2018-01-20;0
"386";2018-01-21;0
"387";2018-01-22;0
"388";2018-01-23;0
"389";2018-01-24;0
"390";2018-01-25;0
"391";2018-01-26;0
"392";2018-01-27;0
"393";2018-01-28;0
"394";2018-01-29;0
"395";2018-01-30;0
"396";2018-01-31;0
"397";2018-02-01;0
"398";2018-02-02;0
"399";2018-02-03;0
"400";2018-02-04;0
"401";2018-02-05;0
"402";2018-02-06;0
"403";2018-02-07;0
"404";2018-02-08;0
"405";2018-02-09;0
"406";2018-02-10;0
"407";2018-02-11;0
"408";2018-02-12;0
"409";2018-02-13;0
"410";2018-02-14;0
"411";2018-02-15;0
"412";2018-02-16;0
"413";2018-02-17;0
"414";2018-02-18;0
"415";2018-02-19;0
"416";2018-02-20;0
"417";2018-02-21;0
"418";2018-02-22;0
"419";2018-02-23;0
"420";2018-02-24;0
"421";2018-02-25;0
"422";2018-02-26;0
"423";2018-02-27;0
"424";2018-02-28;0
"425";2018-03-01;1
"426";2018-03-02;1
"427";2018-03-03;1
"428";2018-03-04;0
"429";2018-03-05;0
"430";2018-03-06;0
"431";2018-03-07;0
"432";2018-03-08;0
"433";2018-03-09;0
"434";2018-03-10;0
"435";2018-03-11;0
"436";2018-03-12;0
"437";2018-03-13;0
"438";2018-03-14;0
"439";2018-03-15;0
"440";2018-03-16;0
"441";2018-03-17;0
"442";2018-03-18;0
"443";2018-03-19;1
"444";2018-03-20;0
"445";2018-03-21;0
"446";2018-03-22;0
"447";2018-03-23;0
"448";2018-03-24;0
"449";2018-03-25;0
"450";2018-03-26;0
"451";2018-03-27;0
"452";2018-03-28;0
"453";2018-03-29;0
"454";2018-03-30;0
"455";2018-03-31;0
"456";2018-04-01;0
"457";2018-04-02;0
"458";2018-04-03;0
"459";2018-04-04;0
"460";2018-04-05;0
"461";2018-04-06;0
"462";2018-04-07;0
"463";2018-04-08;0
"464";2018-04-09;0
"465";2018-04-10;0
"466";2018-04-11;0
"467";2018-04-12;0
"468";2018-04-13;0
"469";2018-04-14;0
"470";2018-04-15;0
"471";2018-04-16;0
"472";2018-04-17;0
"473";2018-04-18;0
"474";2018-04-19;0
"475";2018-04-20;0
"476";2018-04-21;0
"477";2018-04-22;0
"478";2018-04-23;0
"479";2018-04-24;0
"480";2018-04-25;0
"481";2018-04-26;0
"482";2018-04-27;0
"483";2018-04-28;0
"484";2018-04-29;0
"485";2018-04-30;0
"486";2018-05-01;0
"487";2018-05-02;0
"488";2018-05-03;0
"489";2018-05-04;0
"490";2018-05-05;0
"491";2018-05-06;0
"492";2018-05-07;0
"493";2018-05-08;0
"494";2018-05-09;0
"495";2018-05-10;0
"496";2018-05-11;0
"497";2018-05-12;0
"498";2018-05-13;0
"499";2018-05-14;0
"500";2018-05-15;0
"501";2018-05-16;0
"502";2018-05-17;0
"503";2018-05-18;0
"504";2018-05-19;0
"505";2018-05-20;0
"506";2018-05-21;0
"507";2018-05-22;0
"508";2018-05-23;0
"509";2018-05-24;0
"510";2018-05-25;0
"511";2018-05-26;0
"512";2018-05-27;0
"513";2018-05-28;0
"514";2018-05-29;0
"515";2018-05-30;0
"516";2018-05-31;0
"517";2018-06-01;0
"518";2018-06-02;0
"519";2018-06-03;0
"520";2018-06-04;0
"521";2018-06-05;0
"522";2018-06-06;0
"523";2018-06-07;0
"524";2018-06-08;0
"525";2018-06-09;0
"526";2018-06-10;0
"527";2018-06-11;0
"528";2018-06-12;0
"529";2018-06-13;0
"530";2018-06-14;0
"531";2018-06-15;0
"532";2018-06-16;0
"533";2018-06-17;0
"534";2018-06-18;0
"535";2018-06-19;0
"536";2018-06-20;0
"537";2018-06-21;0
"538";2018-06-22;0
"539";2018-06-23;0
"540";2018-06-24;0
"541";2018-06-25;0
"542";2018-06-26;0
"543";2018-06-27;0
"544";2018-06-28;0
"545";2018-06-29;0
"546";2018-06-30;0
"547";2018-07-01;0
"548";2018-07-02;0
"549";2018-07-03;0
"550";2018-07-04;0
"551";2018-07-05;0
"552";2018-07-06;0
"553";2018-07-07;0
"554";2018-07-08;0
"555";2018-07-09;0
"556";2018-07-10;0
"557";2018-07-11;0
"558";2018-07-12;0
"559";2018-07-13;0
"560";2018-07-14;0
"561";2018-07-15;0
"562";2018-07-16;0
"563";2018-07-17;0
"564";2018-07-18;0
"565";2018-07-19;0
"566";2018-07-20;0
"567";2018-07-21;0
"568";2018-07-22;0
"569";2018-07-23;0
"570";2018-07-24;0
"571";2018-07-25;0
"572";2018-07-26;0
"573";2018-07-27;0
"574";2018-07-28;0
"575";2018-07-29;0
"576";2018-07-30;0
"577";2018-07-31;0
"578";2018-08-01;0
"579";2018-08-02;0
"580";2018-08-03;0
"581";2018-08-04;0
"582";2018-08-05;0
"583";2018-08-06;0
"584";2018-08-07;0
"585";2018-08-08;0
"586";2018-08-09;0
"587";2018-08-10;0
"588";2018-08-11;0
"589";2018-08-12;0
"590";2018-08-13;0
"591";2018-08-14;0
"592";2018-08-15;0
"593";2018-08-16;0
"594";2018-08-17;0
"595";2018-08-18;0
"596";2018-08-19;0
"597";2018-08-20;0
"598";2018-08-21;0
"599";2018-08-22;0
"600";2018-08-23;0
"601";2018-08-24;0
"602";2018-08-25;0
"603";2018-08-26;0
"604";2018-08-27;0
"605";2018-08-28;0
"606";2018-08-29;0
"607";2018-08-30;0
"608";2018-08-31;0
"609";2018-09-01;0
"610";2018-09-02;0
"611";2018-09-03;0
"612";2018-09-04;0
"613";2018-09-05;0
"614";2018-09-06;0
"615";2018-09-07;0
"616";2018-09-08;0
"617";2018-09-09;0
"618";2018-09-10;0
"619";2018-09-11;0
"620";2018-09-12;0
"621";2018-09-13;0
"622";2018-09-14;0
"623";2018-09-15;0
"624";2018-09-16;0
"625";2018-09-17;0
"626";2018-09-18;0
"627";2018-09-19;0
"628";2018-09-20;0
"629";2018-09-21;0
"630";2018-09-22;0
"631";2018-09-23;0
"632";2018-09-24;0
"633";2018-09-25;0
"634";2018-09-26;0
"635";2018-09-27;0
"636";2018-09-28;0
"637";2018-09-29;0
"638";2018-09-30;0
"639";2018-10-01;0
"640";2018-10-02;0
"641";2018-10-03;0
"642";2018-10-04;0
"643";2018-10-05;0
"644";2018-10-06;0
"645";2018-10-07;0
"646";2018-10-08;0
"647";2018-10-09;0
"648";2018-10-10;0
"649";2018-10-11;0
"650";2018-10-12;0
"651";2018-10-13;0
"652";2018-10-14;0
"653";2018-10-15;0
"654";2018-10-16;0
"655";2018-10-17;0
"656";2018-10-18;0
"657";2018-10-19;0
"658";2018-10-20;0
"659";2018-10-21;0
"660";2018-10-22;0
"661";2018-10-23;0
"662";2018-10-24;0
"663";2018-10-25;0
"664";2018-10-26;0
"665";2018-10-27;0
"666";2018-10-28;0
"667";2018-10-29;0
"668";2018-10-30;0
"669";2018-10-31;0
"670";2018-11-01;0
"671";2018-11-02;0
"672";2018-11-03;0
"673";2018-11-04;0
"674";2018-11-05;0
"675";2018-11-06;0
"676";2018-11-07;0
"677";2018-11-08;0
"678";2018-11-09;0
"679";2018-11-10;0
"680";2018-11-11;0
"681";2018-11-12;0
"682";2018-11-13;0
"683";2018-11-14;0
"684";2018-11-15;0
"685";2018-11-16;0
"686";2018-11-17;0
"687";2018-11-18;0
"688";2018-11-19;0
"689";2018-11-20;0
"690";2018-11-21;0
"691";2018-11-22;0
"692";2018-11-23;0
"693";2018-11-24;0
"694";2018-11-25;0
"695";2018-11-26;0
"696";2018-11-27;0
"697";2018-11-28;0
"698";2018-11-29;0
"699";2018-11-30;0
"700";2018-12-01;0
"701";2018-12-02;0
"702";2018-12-03;0
"703";2018-12-04;0
"704";2018-12-05;0
"705";2018-12-06;0
"706";2018-12-07;0
"707";2018-12-08;0
"708";2018-12-09;0
"709";2018-12-10;0
"710";2018-12-11;0
"711";2018-12-12;0
"712";2018-12-13;0
"713";2018-12-14;0
"714";2018-12-15;0
"715";2018-12-16;0
"716";2018-12-17;0
"717";2018-12-18;0
"718";2018-12-19;0
"719";2018-12-20;0
"720";2018-12-21;0
"721";2018-12-22;0
"722";2018-12-23;0
"723";2018-12-24;0
"724";2018-12-25;0
"725";2018-12-26;0
"726";2018-12-27;0
"727";2018-12-28;0
"728";2018-12-29;0
"729";2018-12-30;0
"730";2018-12-31;0
"731";2019-01-01;0
"732";2019-01-02;0
"733";2019-01-03;0
"734";2019-01-04;0
"735";2019-01-05;0
"736";2019-01-06;0
"737";2019-01-07;0
"738";2019-01-08;0
"739";2019-01-09;0
"740";2019-01-10;0
"741";2019-01-11;0
"742";2019-01-12;0
"743";2019-01-13;0
"744";2019-01-14;0
"745";2019-01-15;0
"746";2019-01-16;0
"747";2019-01-17;0
"748";2019-01-18;0
"749";2019-01-19;0
"750";2019-01-20;0
"751";2019-01-21;0
"752";2019-01-22;0
"753";2019-01-23;1
"754";2019-01-24;0
"755";2019-01-25;0
"756";2019-01-26;0
"757";2019-01-27;0
"758";2019-01-28;0
"759";2019-01-29;0
"760";2019-01-30;1
"761";2019-01-31;0
"762";2019-02-01;1
"763";2019-02-02;0
"764";2019-02-03;0
"765";2019-02-04;0
"766";2019-02-05;0
"767";2019-02-06;0
"768";2019-02-07;0
"769";2019-02-08;0
"770";2019-02-09;0
"771";2019-02-10;0
"772";2019-02-11;0
"773";2019-02-12;0
"774";2019-02-13;0
"775";2019-02-14;0
"776";2019-02-15;0
"777";2019-02-16;0
"778";2019-02-17;0
"779";2019-02-18;0
"780";2019-02-19;0
"781";2019-02-20;0
"782";2019-02-21;0
"783";2019-02-22;0
"784";2019-02-23;0
"785";2019-02-24;0
"786";2019-02-25;0
"787";2019-02-26;0
"788";2019-02-27;0
"789";2019-02-28;0
"790";2019-03-01;0
"791";2019-03-02;0
"792";2019-03-03;0
"793";2019-03-04;0
"794";2019-03-05;0
"795";2019-03-06;0
"796";2019-03-07;0
"797";2019-03-08;0
"798";2019-03-09;0
"799";2019-03-10;0
"800";2019-03-11;0
"801";2019-03-12;0
"802";2019-03-13;0
"803";2019-03-14;0
"804";2019-03-15;0
"805";2019-03-16;0
"806";2019-03-17;0
"807";2019-03-18;0
"808";2019-03-19;0
"809";2019-03-20;0
"810";2019-03-21;0
"811";2019-03-22;0
"812";2019-03-23;0
"813";2019-03-24;0
"814";2019-03-25;0
"815";2019-03-26;0
"816";2019-03-27;0
"817";2019-03-28;0
"818";2019-03-29;0
"819";2019-03-30;0
"820";2019-03-31;0
"821";2019-04-01;0
"822";2019-04-02;0
"823";2019-04-03;0
"824";2019-04-04;0
"825";2019-04-05;0
"826";2019-04-06;0
"827";2019-04-07;0
"828";2019-04-08;0
"829";2019-04-09;0
"830";2019-04-10;0
"831";2019-04-11;0
"832";2019-04-12;0
"833";2019-04-13;0
"834";2019-04-14;0
"835";2019-04-15;0
"836";2019-04-16;0
"837";2019-04-17;0
"838";2019-04-18;0
"839";2019-04-19;0
"840";2019-04-20;0
"841";2019-04-21;0
"842";2019-04-22;0
"843";2019-04-23;0
"844";2019-04-24;0
"845";2019-04-25;0
"846";2019-04-26;0
"847";2019-04-27;0
"848";2019-04-28;0
"849";2019-04-29;0
"850";2019-04-30;0
"851";2019-05-01;0
"852";2019-05-02;0
"853";2019-05-03;0
"854";2019-05-04;0
"855";2019-05-05;0
"856";2019-05-06;0
"857";2019-05-07;0
"858";2019-05-08;0
"859";2019-05-09;0
"860";2019-05-10;0
"861";2019-05-11;0
"862";2019-05-12;0
"863";2019-05-13;0
"864";2019-05-14;0
"865";2019-05-15;0
"866";2019-05-16;0
"867";2019-05-17;0
"868";2019-05-18;0
"869";2019-05-19;0
"870";2019-05-20;0
"871";2019-05-21;0
"872";2019-05-22;0
"873";2019-05-23;0
"874";2019-05-24;0
"875";2019-05-25;0
"876";2019-05-26;0
"877";2019-05-27;0
"878";2019-05-28;0
"879";2019-05-29;0
"880";2019-05-30;0
"881";2019-05-31;0
"882";2019-06-01;0
"883";2019-06-02;0
"884";2019-06-03;0
"885";2019-06-04;0
"886";2019-06-05;0
"887";2019-06-06;0
"888";2019-06-07;0
"889";2019-06-08;0
"890";2019-06-09;0
"891";2019-06-10;0
"892";2019-06-11;0
"893";2019-06-12;0
"894";2019-06-13;0
"895";2019-06-14;0
"896";2019-06-15;0
"897";2019-06-16;0
"898";2019-06-17;0
"899";2019-06-18;0
"900";2019-06-19;0
"901";2019-06-20;0
"902";2019-06-21;0
"903";2019-06-22;0
"904";2019-06-23;0
"905";2019-06-24;0
"906";2019-06-25;0
"907";2019-06-26;0
"908";2019-06-27;0
"909";2019-06-28;0
"910";2019-06-29;0
"911";2019-06-30;0
"912";2019-07-01;0
"913";2019-07-02;0
"914";2019-07-03;0
"915";2019-07-04;0
"916";2019-07-05;0
"917";2019-07-06;0
"918";2019-07-07;0
"919";2019-07-08;0
"920";2019-07-09;0
"921";2019-07-10;0
"922";2019-07-11;0
"923";2019-07-12;0
"924";2019-07-13;0
"925";2019-07-14;0
"926";2019-07-15;0
"927";2019-07-16;0
"928";2019-07-17;0
"929";2019-07-18;0
"930";2019-07-19;0
"931";2019-07-20;0
"932";2019-07-21;0
"933";2019-07-22;0
"934";2019-07-23;0
"935";2019-07-24;0
"936";2019-07-25;0
"937";2019-07-26;0
"938";2019-07-27;0
"939";2019-07-28;0
"940";2019-07-29;0
"941";2019-07-30;0
"942";2019-07-31;0
"943";2019-08-01;0
"944";2019-08-02;0
"945";2019-08-03;0
"946";2019-08-04;0
"947";2019-08-05;0
"948";2019-08-06;0
"949";2019-08-07;0
"950";2019-08-08;0
"951";2019-08-09;0
"952";2019-08-10;0
"953";2019-08-11;0
"954";2019-08-12;0
"955";2019-08-13;0
"956";2019-08-14;0
"957";2019-08-15;0
"958";2019-08-16;0
"959";2019-08-17;0
"960";2019-08-18;0
"961";2019-08-19;0
"962";2019-08-20;0
"963";2019-08-21;0
"964";2019-08-22;0
"965";2019-08-23;0
"966";2019-08-24;0
"967";2019-08-25;0
"968";2019-08-26;0
"969";2019-08-27;0
"970";2019-08-28;0
"971";2019-08-29;0
"972";2019-08-30;0
"973";2019-08-31;0
"974";2019-09-01;0
"975";2019-09-02;0
"976";2019-09-03;0
"977";2019-09-04;0
"978";2019-09-05;0
"979";2019-09-06;0
"980";2019-09-07;0
"981";2019-09-08;0
"982";2019-09-09;0
"983";2019-09-10;0
"984";2019-09-11;0
"985";2019-09-12;0
"986";2019-09-13;0
"987";2019-09-14;0
"988";2019-09-15;0
"989";2019-09-16;0
"990";2019-09-17;0
"991";2019-09-18;0
"992";2019-09-19;0
"993";2019-09-20;0
"994";2019-09-21;0
"995";2019-09-22;0
"996";2019-09-23;0
"997";2019-09-24;0
"998";2019-09-25;0
"999";2019-09-26;0
"1000";2019-09-27;0
"1001";2019-09-28;0
"1002";2019-09-29;0
"1003";2019-09-30;0
"1004";2019-10-01;0
"1005";2019-10-02;0
"1006";2019-10-03;0
"1007";2019-10-04;0
"1008";2019-10-05;0
"1009";2019-10-06;0
"1010";2019-10-07;0
"1011";2019-10-08;0
"1012";2019-10-09;0
"1013";2019-10-10;0
"1014";2019-10-11;0
"1015";2019-10-12;0
"1016";2019-10-13;0
"1017";2019-10-14;0
"1018";2019-10-15;0
"1019";2019-10-16;0
"1020";2019-10-17;0
"1021";2019-10-18;0
"1022";2019-10-19;0
"1023";2019-10-20;0
"1024";2019-10-21;0
"1025";2019-10-22;0
"1026";2019-10-23;0
"1027";2019-10-24;0
"1028";2019-10-25;0
"1029";2019-10-26;0
"1030";2019-10-27;0
"1031";2019-10-28;0
"1032";2019-10-29;0
"1033";2019-10-30;0
"1034";2019-10-31;0
"1035";2019-11-01;0
"1036";2019-11-02;0
"1037";2019-11-03;0
"1038";2019-11-04;0
"1039";2019-11-05;0
"1040";2019-11-06;0
"1041";2019-11-07;0
"1042";2019-11-08;0
"1043";2019-11-09;0
"1044";2019-11-10;0
"1045";2019-11-11;0
"1046";2019-11-12;0
"1047";2019-11-13;0
"1048";2019-11-14;0
"1049";2019-11-15;0
"1050";2019-11-16;0
"1051";2019-11-17;0
"1052";2019-11-18;0
"1053";2019-11-19;0
"1054";2019-11-20;0
"1055";2019-11-21;0
"1056";2019-11-22;0
"1057";2019-11-23;0
"1058";2019-11-24;0
"1059";2019-11-25;0
"1060";2019-11-26;0
"1061";2019-11-27;0
"1062";2019-11-28;0
"1063";2019-11-29;0
"1064";2019-11-30;0
"1065";2019-12-01;0
"1066";2019-12-02;0
"1067";2019-12-03;0
"1068";2019-12-04;0
"1069";2019-12-05;0
"1070";2019-12-06;0
"1071";2019-12-07;0
"1072";2019-12-08;0
"1073";2019-12-09;0
"1074";2019-12-10;0
"1075";2019-12-11;0
"1076";2019-12-12;1
"1077";2019-12-13;1
"1078";2019-12-14;0
"1079";2019-12-15;0
"1080";2019-12-16;0
"1081";2019-12-17;0
"1082";2019-12-18;0
"1083";2019-12-19;0
"1084";2019-12-20;0
"1085";2019-12-21;0
"1086";2019-12-22;0
"1087";2019-12-23;0
"1088";2019-12-24;0
"1089";2019-12-25;0
"1090";2019-12-26;0
"1091";2019-12-27;0
"1092";2019-12-28;0
"1093";2019-12-29;0
"1094";2019-12-30;0
"1095";2019-12-31;0
"1096";2020-01-01;0
"1097";2020-01-02;0
"1098";2020-01-03;0
"1099";2020-01-04;0
"1100";2020-01-05;0
"1101";2020-01-06;0
"1102";2020-01-07;0
"1103";2020-01-08;0
"1104";2020-01-09;0
"1105";2020-01-10;0
"1106";2020-01-11;0
"1107";2020-01-12;0
"1108";2020-01-13;0
"1109";2020-01-14;0
"1110";2020-01-15;0
"1111";2020-01-16;0
"1112";2020-01-17;0
"1113";2020-01-18;0
"1114";2020-01-19;0
"1115";2020-01-20;0
"1116";2020-01-21;0
"1117";2020-01-22;0
"1118";2020-01-23;0
"1119";2020-01-24;0
"1120";2020-01-25;0
"1121";2020-01-26;0
"1122";2020-01-27;0
"1123";2020-01-28;0
"1124";2020-01-29;0
"1125";2020-01-30;0
"1126";2020-01-31;0
"1127";2020-02-01;0
"1128";2020-02-02;0
"1129";2020-02-03;0
"1130";2020-02-04;0
"1131";2020-02-05;0
"1132";2020-02-06;0
"1133";2020-02-07;0
"1134";2020-02-08;0
"1135";2020-02-09;0
"1136";2020-02-10;0
"1137";2020-02-11;0
"1138";2020-02-12;0
"1139";2020-02-13;0
"1140";2020-02-14;0
"1141";2020-02-15;0
"1142";2020-02-16;0
"1143";2020-02-17;0
"1144";2020-02-18;0
"1145";2020-02-19;0
"1146";2020-02-20;0
"1147";2020-02-21;0
"1148";2020-02-22;0
"1149";2020-02-23;0
"1150";2020-02-24;0
"1151";2020-02-25;0
"1152";2020-02-26;0
